,equity
1346,0.41361082974587715
1347,0.41361082974587715
1348,0.41361082974587715
1349,0.41361082974587715
1350,0.41361082974587715
1351,0.41361082974587715
1352,0.41361082974587715
1353,0.41361082974587715
1354,0.41361082974587715
1355,0.41361082974587715
1356,0.41361082974587715
1357,0.41361082974587715
1358,0.41361082974587715
1359,0.41361082974587715
1360,0.41361082974587715
1361,0.41361082974587715
1362,0.41361082974587715
1363,0.41361082974587715
1364,0.41361082974587715
1365,0.41361082974587715
1366,0.41361082974587715
1367,0.41361082974587715
1368,0.41361082974587715
1369,0.41361082974587715
1370,0.41361082974587715
1371,0.41361082974587715
1372,0.41361082974587715
1373,0.41361082974587715
1374,0.41361082974587715
1375,0.41361082974587715
1376,0.41361082974587715
1377,0.41361082974587715
1378,0.41361082974587715
1379,0.41361082974587715
1380,0.41361082974587715
1381,0.41361082974587715
1382,0.41361082974587715
1383,0.41361082974587715
1384,0.41361082974587715
1385,0.41361082974587715
1386,0.41361082974587715
1387,0.41361082974587715
1388,0.41361082974587715
1389,0.41361082974587715
1390,0.41361082974587715
1391,0.41361082974587715
1392,0.41361082974587715
1393,0.41361082974587715
1394,0.41361082974587715
1395,0.41361082974587715
1396,0.41361082974587715
1397,0.41361082974587715
1398,0.41361082974587715
1399,0.41361082974587715
1400,0.41361082974587715
1401,0.41361082974587715
1402,0.41361082974587715
1403,0.41361082974587715
1404,0.41361082974587715
1405,0.41361082974587715
1406,0.41361082974587715
1407,0.41361082974587715
1408,0.41361082974587715
1409,0.41361082974587715
1410,0.41361082974587715
1411,0.41361082974587715
1412,0.41361082974587715
1413,0.41361082974587715
1414,0.41361082974587715
1415,0.41361082974587715
1416,0.41361082974587715
1417,0.41361082974587715
1418,0.41361082974587715
1419,0.41361082974587715
1420,0.41361082974587715
1421,0.41361082974587715
1422,0.41361082974587715
1423,0.41361082974587715
1424,0.41361082974587715
1425,0.41361082974587715
1426,0.41361082974587715
1427,0.41361082974587715
1428,0.41361082974587715
1429,0.41361082974587715
1430,0.41361082974587715
1431,0.41361082974587715
1432,0.41361082974587715
1433,0.41361082974587715
1434,0.41361082974587715
1435,0.41361082974587715
1436,0.41361082974587715
1437,0.41361082974587715
1438,0.41361082974587715
1439,0.41361082974587715
1440,0.41361082974587715
1441,0.41361082974587715
1442,0.41361082974587715
1443,0.41361082974587715
1444,0.41361082974587715
1445,0.41361082974587715
1446,0.41361082974587715
1447,0.41361082974587715
1448,0.41361082974587715
1449,0.41361082974587715
1450,0.41361082974587715
1451,0.41361082974587715
1452,0.41361082974587715
1453,0.41361082974587715
1454,0.41361082974587715
1455,0.41361082974587715
1456,0.41361082974587715
1457,0.41361082974587715
1458,0.41361082974587715
1459,0.41361082974587715
1460,0.41361082974587715
1461,0.41361082974587715
1462,0.41361082974587715
1463,0.41361082974587715
1464,0.41361082974587715
1465,0.41361082974587715
1466,0.41361082974587715
1467,0.41361082974587715
1468,0.41361082974587715
1469,0.4106196942560631
1470,0.41168594610164294
1471,0.40387184527560405
1472,0.39884237219783397
1473,0.4041764505089095
1474,0.4003837705871562
1475,0.4025141555709152
1476,0.4022655959026808
1477,0.3980856038511464
1478,0.3967016847678252
1479,0.3946669474112879
1480,0.3927481549832269
1481,0.3957191179772837
1482,0.3983090084143434
1483,0.39601569730357683
1484,0.3924396714457453
1485,0.39354924078086867
1486,0.39315582765693274
1487,0.3972194369678551
1488,0.4079080582749309
1489,0.411360947145533
1490,0.4112181051796739
1491,0.4105112374585529
1492,0.40700943311650467
1493,0.40333586812913197
1494,0.39930897051359
1495,0.3977334780005323
1496,0.39603820871102186
1497,0.3989946468203684
1498,0.39740583389144635
1499,0.3966219313606687
1500,0.3918193033759058
1501,0.39178012144556823
1502,0.39178012144556823
1503,0.39178012144556823
1504,0.39178012144556823
1505,0.39178012144556823
1506,0.39076862724697947
1507,0.3935811397556922
1508,0.4043748565207355
1509,0.39945733592412863
1510,0.4041837718585983
1511,0.41110518139424695
1512,0.4128401092522668
1513,0.4160113309249668
1514,0.42136896123961376
1515,0.41855399030819357
1516,0.4203047351174641
1517,0.4165889310044736
1518,0.42627808593419353
1519,0.423594355990508
1520,0.42297522474944793
1521,0.4236092132545915
1522,0.42557521251224056
1523,0.4194450835980067
1524,0.42803302866139065
1525,0.43312902028376576
1526,0.4363616096939483
1527,0.4347651393389463
1528,0.4343683509567829
1529,0.43681273239349955
1530,0.43865752052042223
1531,0.43117254600210997
1532,0.43445880990945684
1533,0.4476374392014462
1534,0.4392420894860186
1535,0.4437438555221538
1536,0.4454266174140924
1537,0.4449172730104482
1538,0.4512215763372883
1539,0.4457786622287705
1540,0.4465241587224291
1541,0.4532813671720734
1542,0.45236621718890624
1543,0.450428538090063
1544,0.45096025475879475
1545,0.4489051666131762
1546,0.4560960131578717
1547,0.45186563357413867
1548,0.45593678817771655
1549,0.45010790346241547
1550,0.4532133851722525
1551,0.45272508678581397
1552,0.44086268236903475
1553,0.4408356003302316
1554,0.43602700528781224
1555,0.4340398564571277
1556,0.44095899224869173
1557,0.43592319612472885
1558,0.43119764923445447
1559,0.43763069668537435
1560,0.4381526500131945
1561,0.44515150052614266
1562,0.4466345722786468
1563,0.44260162622814814
1564,0.44230001914225064
1565,0.4479267490482674
1566,0.452281495981488
1567,0.45228561869118666
1568,0.4525124681730782
1569,0.45198921201903436
1570,0.4493093565651773
1571,0.4583212869707121
1572,0.458355172695959
1573,0.4076790831479162
1574,0.40568464790965364
1575,0.40872572297420123
1576,0.4195245572466225
1577,0.41893344849743347
1578,0.41606417017990743
1579,0.41616646014941516
1580,0.4090667924012189
1581,0.4036281434781796
1582,0.40695719710954276
1583,0.4049567718176221
1584,0.4065208277675974
1585,0.4116449021918178
1586,0.41440353228042476
1587,0.41449135225629863
1588,0.42366028943353096
1589,0.42657871824906873
1590,0.4250268376977718
1591,0.42823807105478034
1592,0.43003764297501185
1593,0.4262699738344803
1594,0.4265898610923122
1595,0.4258668748046886
1596,0.4173441885413204
1597,0.4166050951057467
1598,0.4153943065910416
1599,0.4135265879482621
1600,0.4065922514872237
1601,0.40511231270637604
1602,0.4049470521301872
1603,0.40537164101930434
1604,0.4006670096592611
1605,0.4006269429582952
1606,0.4006269429582952
1607,0.4006269429582952
1608,0.4006269429582952
1609,0.4006269429582952
1610,0.4006269429582952
1611,0.4006269429582952
1612,0.4006269429582952
1613,0.4006269429582952
1614,0.4006269429582952
1615,0.4006269429582952
1616,0.4006269429582952
1617,0.4006269429582952
1618,0.4006269429582952
1619,0.4006269429582952
1620,0.4006269429582952
1621,0.4006269429582952
1622,0.4006269429582952
1623,0.4006269429582952
1624,0.4006269429582952
1625,0.4006269429582952
1626,0.4006269429582952
1627,0.4006269429582952
1628,0.4006269429582952
1629,0.4006269429582952
1630,0.4006269429582952
1631,0.4006269429582952
1632,0.4006269429582952
1633,0.4006269429582952
1634,0.4006269429582952
1635,0.4006269429582952
1636,0.4006269429582952
1637,0.4006269429582952
1638,0.4006269429582952
1639,0.4006269429582952
1640,0.4006269429582952
1641,0.4006269429582952
1642,0.4006269429582952
1643,0.4006269429582952
1644,0.4006269429582952
1645,0.4006269429582952
1646,0.4006269429582952
1647,0.4006269429582952
1648,0.4006269429582952
1649,0.4006269429582952
1650,0.4006269429582952
1651,0.401444314667132
1652,0.4072970908190934
1653,0.4084256879012965
1654,0.4109065425187448
1655,0.40501730669615554
1656,0.40450302073504035
1657,0.40422422116551493
1658,0.4032433221605533
1659,0.3946547651882239
1660,0.39814553933686564
1661,0.396607097531551
1662,0.3948734755979786
1663,0.39386715564772823
1664,0.3929698503062391
1665,0.3945728851117884
1666,0.3895894739575319
1667,0.38597906539705745
1668,0.38594046749051775
1669,0.38594046749051775
1670,0.38594046749051775
1671,0.38594046749051775
1672,0.38594046749051775
1673,0.38594046749051775
1674,0.38594046749051775
1675,0.38594046749051775
1676,0.38594046749051775
1677,0.38594046749051775
1678,0.38594046749051775
1679,0.38594046749051775
1680,0.38594046749051775
1681,0.38594046749051775
1682,0.38594046749051775
1683,0.38594046749051775
1684,0.38594046749051775
1685,0.38594046749051775
1686,0.38594046749051775
1687,0.38594046749051775
1688,0.38594046749051775
1689,0.38594046749051775
1690,0.38594046749051775
1691,0.38594046749051775
1692,0.38594046749051775
1693,0.38594046749051775
1694,0.38594046749051775
1695,0.38594046749051775
1696,0.38594046749051775
1697,0.38594046749051775
1698,0.38594046749051775
1699,0.38594046749051775
1700,0.38594046749051775
1701,0.38594046749051775
1702,0.38594046749051775
1703,0.38594046749051775
1704,0.38594046749051775
1705,0.38594046749051775
1706,0.38594046749051775
1707,0.38594046749051775
1708,0.38594046749051775
1709,0.38594046749051775
1710,0.38594046749051775
1711,0.38594046749051775
1712,0.38594046749051775
1713,0.38594046749051775
1714,0.38594046749051775
1715,0.38594046749051775
1716,0.38594046749051775
1717,0.38594046749051775
1718,0.38594046749051775
1719,0.38594046749051775
1720,0.38594046749051775
1721,0.38594046749051775
1722,0.38594046749051775
1723,0.38594046749051775
1724,0.38594046749051775
1725,0.38594046749051775
1726,0.38594046749051775
1727,0.38594046749051775
1728,0.38594046749051775
1729,0.38594046749051775
1730,0.38594046749051775
1731,0.38594046749051775
1732,0.38594046749051775
1733,0.38594046749051775
1734,0.38594046749051775
1735,0.38594046749051775
1736,0.38594046749051775
1737,0.38594046749051775
1738,0.38594046749051775
1739,0.38594046749051775
1740,0.38594046749051775
1741,0.38594046749051775
1742,0.38594046749051775
1743,0.38594046749051775
1744,0.38594046749051775
1745,0.38594046749051775
1746,0.38594046749051775
1747,0.38594046749051775
1748,0.38594046749051775
1749,0.38594046749051775
1750,0.38594046749051775
1751,0.38594046749051775
1752,0.38594046749051775
1753,0.38594046749051775
1754,0.38594046749051775
1755,0.38594046749051775
1756,0.38594046749051775
1757,0.38594046749051775
1758,0.38594046749051775
1759,0.38594046749051775
1760,0.38594046749051775
1761,0.38594046749051775
1762,0.38594046749051775
1763,0.38778261727634716
1764,0.3830913475735469
1765,0.38451526696396987
1766,0.3898411992475263
1767,0.38792307718716657
1768,0.38493352064239456
1769,0.3888661219364213
1770,0.38941079015184904
1771,0.3851409538627584
1772,0.38368116767764704
1773,0.38079276005969853
1774,0.38192260254403865
1775,0.3823417423162497
1776,0.38676578090125624
1777,0.3895202847578468
1778,0.38347736733185034
1779,0.3850412642045465
1780,0.38851035820291746
1781,0.39028553964390583
1782,0.3943264899136257
1783,0.39216530637241664
1784,0.3884541452343677
1785,0.39208389423943024
1786,0.38792855500941475
1787,0.3796409018375279
1788,0.3835533828522256
1789,0.38078578044685085
1790,0.3796221055907725
1791,0.37435199034465105
1792,0.36942259387052784
1793,0.36517450717381145
1794,0.3638598778843482
1795,0.3652086497540351
1796,0.35691252411370705
1797,0.3596072461603201
1798,0.3553817171513764
1799,0.3516123723144959
1800,0.3540038920909184
1801,0.3537397836345201
1802,0.34834634548516147
1803,0.35483154558098867
1804,0.35179089166846617
1805,0.35266200341620213
1806,0.35336764574473717
1807,0.35839017812497054
1808,0.35676082082991184
1809,0.3603754787479897
1810,0.35771178388417574
1811,0.3617483765708003
1812,0.3589987948415824
1813,0.3577008206521245
1814,0.36454740796240626
1815,0.3657047521978237
1816,0.3661063663404207
1817,0.37440735993137414
1818,0.3757627533419546
1819,0.3727084937525355
1820,0.37545659650670643
1821,0.371046008416348
1822,0.3752562898792755
1823,0.3798091956124151
1824,0.3776392663060148
1825,0.37527549122915993
1826,0.3759384533728438
1827,0.3759916717979998
1828,0.37233355937750184
1829,0.3744547605892288
1830,0.36688639113956245
1831,0.3653017208663311
1832,0.3638290938447078
1833,0.3628362314580943
1834,0.3639526651960275
1835,0.35951057559767047
1836,0.36163258761663675
1837,0.3609816784848485
1838,0.35864213174818405
1839,0.35377346625564066
1840,0.3537380889090151
1841,0.3537380889090151
1842,0.3537380889090151
1843,0.3537380889090151
1844,0.3537380889090151
1845,0.3537380889090151
1846,0.3537380889090151
1847,0.3537380889090151
1848,0.3537380889090151
1849,0.3537380889090151
1850,0.3537380889090151
1851,0.3537380889090151
1852,0.3537380889090151
1853,0.3537380889090151
1854,0.3537380889090151
1855,0.3537380889090151
1856,0.3537380889090151
1857,0.3537380889090151
1858,0.3537380889090151
1859,0.3537380889090151
1860,0.3572228096704053
1861,0.35539857533360636
1862,0.3616210203927083
1863,0.36123702903330535
1864,0.3648141898076555
1865,0.3644851256475852
1866,0.36358717271177793
1867,0.37105173412541714
1868,0.3699056784811103
1869,0.3652112241446539
1870,0.3626126051299228
1871,0.36146411920583826
1872,0.3769531972516406
1873,0.37773337660422035
1874,0.38128065370125674
1875,0.3774808082302259
1876,0.3788141862715373
1877,0.3813664007070941
1878,0.388299467047004
1879,0.38560524303425103
1880,0.38793936605273915
1881,0.3891149858701981
1882,0.3851595817005008
1883,0.3850846514344433
1884,0.38407138543444236
1885,0.37524336192612673
1886,0.3774965659640605
1887,0.3795414851183922
1888,0.3778791963333413
1889,0.372854751886188
1890,0.3784135886518158
1891,0.3794215060332585
1892,0.3832987660726437
1893,0.38874281115920345
1894,0.38672308848551584
1895,0.3898766662056017
1896,0.38893761518172854
1897,0.38869441605395455
1898,0.3883617753493239
1899,0.3883566531536052
1900,0.3927069771551671
1901,0.39319355770732367
1902,0.3925895548399332
1903,0.39150539829291
1904,0.3928439446367652
1905,0.3893441920762104
1906,0.38739203113202714
1907,0.3871895532599041
1908,0.38500483463374097
1909,0.3845489658182871
1910,0.38220738789590736
1911,0.3899439221129045
1912,0.39516110667127863
1913,0.3969431487802878
1914,0.39673037079535706
1915,0.4055177009719237
1916,0.40682944920438535
1917,0.4064762894769397
1918,0.4342783771410998
1919,0.43560905685703
1920,0.44179605412699524
1921,0.4417122768082304
1922,0.4510832719395695
1923,0.44712211637803617
1924,0.45023616241785946
1925,0.44574809485318434
1926,0.45392182531332353
1927,0.45242379399027954
1928,0.4521606084593486
1929,0.4563590154056265
1930,0.4621239850888558
1931,0.4570141954681555
1932,0.4554349346910263
1933,0.4491260709969874
1934,0.4497431677845264
1935,0.44928748274248126
1936,0.44772249782547774
1937,0.44466847415105387
1938,0.44295577659740554
1939,0.43966188335311424
1940,0.4419936886932229
1941,0.4487451372235749
1942,0.44016421024351354
1943,0.4396540586045236
1944,0.4378193881383355
1945,0.4399803889588129
1946,0.43581266570300037
1947,0.43517494684412544
1948,0.430674336646139
1949,0.4306312692124744
1950,0.4306312692124744
1951,0.4306312692124744
1952,0.4306312692124744
1953,0.4306312692124744
1954,0.4306312692124744
1955,0.4306312692124744
1956,0.4306312692124744
1957,0.4306312692124744
1958,0.4306312692124744
1959,0.4306312692124744
1960,0.4306312692124744
1961,0.4306312692124744
1962,0.4306312692124744
1963,0.4306312692124744
1964,0.4306312692124744
1965,0.4306312692124744
1966,0.4306312692124744
1967,0.4306312692124744
1968,0.4306312692124744
1969,0.4306312692124744
1970,0.4306312692124744
1971,0.4306312692124744
1972,0.4306312692124744
1973,0.4306312692124744
1974,0.4306312692124744
1975,0.4306312692124744
1976,0.4306312692124744
1977,0.4306312692124744
1978,0.4306312692124744
1979,0.4306312692124744
1980,0.4306312692124744
1981,0.4306312692124744
1982,0.4306312692124744
1983,0.4306312692124744
1984,0.4306312692124744
1985,0.4306312692124744
1986,0.4306312692124744
1987,0.4306312692124744
1988,0.4306312692124744
1989,0.4306312692124744
1990,0.4306312692124744
1991,0.4306312692124744
1992,0.4306312692124744
1993,0.4306312692124744
1994,0.4310086000618223
1995,0.42208027448248703
1996,0.419253041362692
1997,0.4197243335459103
1998,0.41448550087150127
1999,0.41090659147657344
2000,0.40940691319093625
2001,0.4108087080366419
2002,0.41013002988120895
2003,0.4064991876542887
2004,0.40971374910208114
2005,0.40750873516754316
2006,0.4054790793574174
2007,0.39992329414908606
2008,0.39988330181967113
2009,0.39988330181967113
2010,0.39988330181967113
2011,0.39988330181967113
2012,0.39988330181967113
2013,0.39988330181967113
2014,0.39988330181967113
2015,0.39988330181967113
2016,0.39988330181967113
2017,0.39988330181967113
2018,0.39988330181967113
2019,0.39988330181967113
2020,0.39988330181967113
2021,0.39988330181967113
2022,0.39988330181967113
2023,0.39988330181967113
2024,0.39988330181967113
2025,0.39988330181967113
2026,0.39988330181967113
2027,0.39988330181967113
2028,0.39988330181967113
2029,0.39988330181967113
2030,0.39988330181967113
2031,0.39988330181967113
2032,0.39988330181967113
2033,0.39988330181967113
2034,0.39988330181967113
2035,0.39988330181967113
2036,0.39988330181967113
2037,0.39988330181967113
2038,0.39988330181967113
2039,0.39988330181967113
2040,0.39988330181967113
2041,0.39988330181967113
2042,0.39988330181967113
2043,0.39988330181967113
2044,0.39988330181967113
2045,0.39988330181967113
2046,0.39988330181967113
2047,0.39988330181967113
2048,0.39988330181967113
2049,0.39988330181967113
2050,0.39988330181967113
2051,0.39988330181967113
2052,0.39988330181967113
2053,0.39988330181967113
2054,0.39988330181967113
2055,0.399765159993583
2056,0.40725210485592145
2057,0.40339587474397814
2058,0.4023683740466196
2059,0.3968593987982484
2060,0.39549744561415356
2061,0.39755319653142246
2062,0.40336474287388296
2063,0.40069796795946155
2064,0.40071922344112476
2065,0.39928238050600284
2066,0.39634414533906925
2067,0.39165803258246323
2068,0.39189568898430954
2069,0.3851662482985527
2070,0.3855922586245718
2071,0.3856730561298696
2072,0.3831446149806858
2073,0.3792909038599168
2074,0.3740765270276685
2075,0.37403911937496576
2076,0.37403911937496576
2077,0.37403911937496576
2078,0.37403911937496576
2079,0.37403911937496576
2080,0.37403911937496576
2081,0.37403911937496576
2082,0.37403911937496576
2083,0.37403911937496576
2084,0.37403911937496576
2085,0.37403911937496576
2086,0.37403911937496576
2087,0.37403911937496576
2088,0.37403911937496576
2089,0.37403911937496576
2090,0.37403911937496576
2091,0.37403911937496576
2092,0.37403911937496576
2093,0.37403911937496576
2094,0.37403911937496576
2095,0.37403911937496576
2096,0.37403911937496576
2097,0.37403911937496576
2098,0.37403911937496576
2099,0.37403911937496576
2100,0.37403911937496576
2101,0.37403911937496576
2102,0.37403911937496576
2103,0.37403911937496576
2104,0.37403911937496576
2105,0.37403911937496576
2106,0.37403911937496576
2107,0.3705910700075743
2108,0.3751162676811285
2109,0.36995442506025517
2110,0.3743126878074314
2111,0.37790230319416024
2112,0.3775508314510553
2113,0.3746719222331932
2114,0.3738245307278326
2115,0.3755960627520061
2116,0.3783973557270276
2117,0.3794846085194854
2118,0.38326835212104354
2119,0.38113782548557407
2120,0.3820329343164957
2121,0.376088076613025
2122,0.3789709787221727
2123,0.3795519170795768
2124,0.377977870254633
2125,0.3823938405859021
2126,0.3850473582949055
2127,0.3743541943108678
2128,0.3745035287013074
2129,0.36909386389012533
2130,0.37305191196305876
2131,0.38245398001908876
2132,0.38047596074804013
2133,0.38075982233266453
2134,0.37980518607274144
2135,0.38113993232992804
2136,0.3836045001532765
2137,0.38857414991782957
2138,0.38475616667284357
2139,0.3908508965257725
2140,0.38722697115614757
2141,0.3883014212365583
2142,0.3928263525778798
2143,0.3956379995660684
2144,0.3919420123821707
2145,0.3892005117094034
2146,0.3874052706450624
2147,0.3872070888614506
2148,0.3916737393758361
2149,0.3866465937436879
2150,0.38845529655288635
2151,0.3908320080465104
2152,0.3930200812697682
2153,0.39485703839956016
2154,0.4008979685853922
2155,0.4028583599133625
2156,0.4063255267560817
2157,0.4086218243358825
2158,0.4160149602507957
2159,0.40818609040750836
2160,0.4134531719854211
2161,0.4123753393188924
2162,0.41121935549300886
2163,0.4072519421270297
2164,0.3997123093327644
2165,0.39818873968704843
2166,0.39546139827344917
2167,0.3974205023068053
2168,0.39161229036714873
2169,0.39725898651055647
2170,0.39834073829808236
2171,0.39735446389187906
2172,0.3945455139999586
2173,0.3914518167544964
2174,0.38705297222090584
2175,0.3849517322070452
2176,0.384975024088608
2177,0.38429282427178924
2178,0.37889531244086244
2179,0.3788574229096184
2180,0.3788574229096184
2181,0.3788574229096184
2182,0.3788574229096184
2183,0.3788574229096184
2184,0.3788574229096184
2185,0.3788574229096184
2186,0.3788574229096184
2187,0.3788574229096184
2188,0.3788574229096184
2189,0.3788574229096184
2190,0.3788574229096184
2191,0.3788574229096184
2192,0.3788574229096184
2193,0.3788574229096184
2194,0.3788574229096184
2195,0.3788574229096184
2196,0.3788574229096184
2197,0.3788574229096184
2198,0.3788574229096184
2199,0.3788574229096184
2200,0.3788574229096184
2201,0.3788574229096184
2202,0.3788574229096184
2203,0.3788574229096184
2204,0.3788574229096184
2205,0.3788574229096184
2206,0.3788574229096184
2207,0.3788574229096184
2208,0.3788574229096184
2209,0.3788574229096184
2210,0.3788574229096184
2211,0.3788574229096184
2212,0.3788574229096184
2213,0.3788574229096184
2214,0.3788574229096184
2215,0.3788574229096184
2216,0.3788574229096184
2217,0.3788574229096184
2218,0.3788574229096184
2219,0.3788574229096184
2220,0.3788574229096184
2221,0.3788574229096184
2222,0.3788574229096184
2223,0.3788574229096184
2224,0.3788574229096184
2225,0.3826794109086977
2226,0.37732810789036914
2227,0.3768815088704156
2228,0.3738334583986814
2229,0.3716447620262687
2230,0.37525613756909654
2231,0.37225154442760006
2232,0.37176755526257
2233,0.3647393541645413
2234,0.3641619478229914
2235,0.3644899021939623
2236,0.36193004446325167
2237,0.3593339136631736
2238,0.3661768109130909
2239,0.3617736947884715
2240,0.3579927351756742
2241,0.3551082201940249
2242,0.35939094485608075
2243,0.36702361913535464
2244,0.36824481009617144
2245,0.3656127750472123
2246,0.36405227066218165
2247,0.36794945611498187
2248,0.3646124112639924
2249,0.3699487078903941
2250,0.3752266151614165
2251,0.37549014681954784
2252,0.37792415615384234
2253,0.3807682757132887
2254,0.38673244255912353
2255,0.382687440418259
2256,0.38723456481437596
2257,0.38578427494364415
2258,0.38283371491774776
2259,0.38322698145645195
2260,0.38240643602732033
2261,0.37864878313724115
2262,0.3726485601793807
2263,0.36915434237451705
2264,0.37455490494024307
2265,0.3819784127552808
2266,0.38446980694362093
2267,0.38905647576949365
2268,0.37738212946398575
2269,0.3770910851168763
2270,0.37815887466882553
2271,0.37409190960275907
2272,0.3704068785340533
2273,0.3707670049146819
2274,0.3695813235439616
2275,0.365671445065833
2276,0.36708761790688904
2277,0.36612242333062134
2278,0.36988099063080887
2279,0.3698618272165218
2280,0.36875277437172654
2281,0.36922387345197283
2282,0.3685894152193979
2283,0.36613527472017543
2284,0.3646665255422493
2285,0.3646300588896951
2286,0.3646300588896951
2287,0.3646300588896951
2288,0.3646300588896951
2289,0.3646300588896951
2290,0.3646300588896951
2291,0.3646300588896951
2292,0.3646300588896951
2293,0.3646300588896951
2294,0.3646300588896951
2295,0.3646300588896951
2296,0.3646300588896951
2297,0.3646300588896951
2298,0.3646300588896951
2299,0.3646300588896951
2300,0.3646300588896951
2301,0.3646300588896951
2302,0.3646300588896951
2303,0.3646300588896951
2304,0.3646300588896951
2305,0.3646300588896951
2306,0.3646300588896951
2307,0.3646300588896951
2308,0.3646300588896951
2309,0.3646300588896951
2310,0.3646300588896951
2311,0.3646300588896951
2312,0.3646300588896951
2313,0.3646300588896951
2314,0.3646300588896951
2315,0.3646300588896951
2316,0.3646300588896951
2317,0.3646300588896951
2318,0.3646300588896951
2319,0.3646300588896951
2320,0.3646300588896951
2321,0.3646300588896951
2322,0.3646300588896951
2323,0.3646300588896951
2324,0.3646300588896951
2325,0.3646300588896951
2326,0.3646300588896951
2327,0.3646300588896951
2328,0.3646300588896951
2329,0.3646300588896951
2330,0.3646300588896951
2331,0.3646300588896951
2332,0.3646300588896951
2333,0.3646300588896951
2334,0.3646300588896951
2335,0.3646300588896951
2336,0.3646300588896951
2337,0.3646300588896951
2338,0.3685819190287708
2339,0.37055481048108574
2340,0.36907777897597893
2341,0.3778659038201206
2342,0.3793537392613928
2343,0.3814344344904576
2344,0.38078233483510565
2345,0.3754348063155553
2346,0.3704569401804449
2347,0.37196769126524776
2348,0.37342802929888147
2349,0.3725328828851832
2350,0.3681934473496252
2351,0.3900877683326472
2352,0.38881095715334796
2353,0.3831903928179784
2354,0.38665047834533484
2355,0.39113304710283103
2356,0.4060046428950489
2357,0.4095863589212367
2358,0.4071653114869238
2359,0.40363161739314346
2360,0.3899370605749284
2361,0.38762425349434915
2362,0.3869388664805616
2363,0.39070186884384317
2364,0.3930987241863819
2365,0.39541833653496816
2366,0.39626396217327753
2367,0.39889158398976177
2368,0.4047079357496115
2369,0.40042115942827977
2370,0.39859421242732324
2371,0.39309785361952054
2372,0.39951254855879137
2373,0.4047274455493132
2374,0.40778362719949074
2375,0.40292530365906015
2376,0.40362274495410927
2377,0.40267679734622036
2378,0.40300240068692195
2379,0.4022449927426497
2380,0.40434192374670436
2381,0.4027485682960719
2382,0.40620508693333396
2383,0.40718682958856955
2384,0.4059952090454957
2385,0.4055413436138302
2386,0.4037585098622871
2387,0.40705804494474873
2388,0.40595452542897936
2389,0.4053839611505369
2390,0.40379633288632927
2391,0.397843855552578
2392,0.401465117685922
2393,0.3972395044290977
2394,0.3999465823972309
2395,0.4016305041099966
2396,0.3950341384143516
2397,0.3913198952391891
2398,0.39128076324966515
2399,0.39128076324966515
2400,0.39128076324966515
2401,0.39128076324966515
2402,0.39128076324966515
2403,0.39128076324966515
2404,0.39128076324966515
2405,0.39128076324966515
2406,0.39128076324966515
2407,0.39128076324966515
2408,0.39128076324966515
2409,0.39128076324966515
2410,0.39128076324966515
2411,0.39128076324966515
2412,0.39128076324966515
2413,0.39128076324966515
2414,0.39128076324966515
2415,0.39128076324966515
2416,0.39128076324966515
2417,0.39128076324966515
2418,0.39128076324966515
2419,0.39128076324966515
2420,0.39128076324966515
2421,0.39128076324966515
2422,0.39128076324966515
2423,0.39128076324966515
2424,0.39128076324966515
2425,0.39128076324966515
2426,0.39128076324966515
2427,0.39128076324966515
2428,0.39128076324966515
2429,0.39128076324966515
2430,0.39128076324966515
2431,0.39128076324966515
2432,0.39128076324966515
2433,0.39128076324966515
2434,0.39128076324966515
2435,0.39128076324966515
2436,0.39128076324966515
2437,0.39128076324966515
2438,0.39128076324966515
2439,0.39128076324966515
2440,0.39128076324966515
2441,0.39128076324966515
2442,0.39128076324966515
2443,0.3919432870558167
2444,0.3931292921724912
2445,0.39391760236407286
2446,0.39084750393314704
2447,0.3827113728937753
2448,0.38014939621355986
2449,0.3725249362398386
2450,0.372778186904983
2451,0.3727950979540641
2452,0.36660067931735746
2453,0.36913220909334626
2454,0.37234597074287207
2455,0.37270304211975885
2456,0.3789706008861011
2457,0.3861304583214433
2458,0.3815017154577547
2459,0.38547733548743396
2460,0.3871804554697105
2461,0.38880350027774735
2462,0.39245369294102284
2463,0.38964141697981797
2464,0.3873401115162819
2465,0.3841512775958158
2466,0.38126222895235284
2467,0.38088682585725075
2468,0.3753969668445772
2469,0.3714917923167994
2470,0.3736434698014849
2471,0.37337841630588575
2472,0.37481102821645895
2473,0.3677963430560413
2474,0.3649246291236869
2475,0.36290337352006663
2476,0.36302146266938995
2477,0.3608993521716185
2478,0.36086326223640136
2479,0.36086326223640136
2480,0.36086326223640136
2481,0.36086326223640136
2482,0.36086326223640136
2483,0.36086326223640136
2484,0.36086326223640136
2485,0.36086326223640136
2486,0.36086326223640136
2487,0.36086326223640136
2488,0.36086326223640136
2489,0.36086326223640136
2490,0.36086326223640136
2491,0.36086326223640136
2492,0.36086326223640136
2493,0.36086326223640136
2494,0.36086326223640136
2495,0.36073117557202816
2496,0.3533226358836617
2497,0.3580814404601533
2498,0.3584678435222047
2499,0.35429438878502867
2500,0.3535927889114318
2501,0.3504813871797241
2502,0.3579200707005135
2503,0.35970582504611026
2504,0.3541071082340032
2505,0.35604640677518823
2506,0.35462953418950377
2507,0.3614925787264404
2508,0.3577071183049174
2509,0.3497589668996817
2510,0.34998942615468126
2511,0.348773484363446
2512,0.34732356595397706
2513,0.33996559475213545
